NR;YEAR;AG;BLACK;BUS;CON;ENT;EXPER;FIN;HISP;HLTH;HOURS;MAN;MAR;MIN;NC;NE;OCC1;OCC2;OCC3;OCC4;OCC5;OCC6;OCC7;OCC8;OCC9;PER;PRO;PUB;RUR;S;SCHOOL;TRA;TRAD;UNION;WAGE;EXPER2;IYEAR_2;IYEAR_3;IYEAR_4;IYEAR_5;IYEAR_6;IYEAR_7;IYEAR_8
2711;1981;0;0;0;0;0;3;0;0;0;2848;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;12;0;1;0;1.2951887845993;9;1;0;0;0;0;0;0
2718;1986;0;1;0;0;0;9;0;0;0;2080;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;11;1;0;1;2.35203003883362;81;0;0;0;0;0;1;0
2718;1982;0;1;0;0;0;5;0;0;0;2192;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;11;0;0;1;2.26221108436584;25;0;1;0;0;0;0;0
2718;1987;0;1;0;0;0;10;0;0;0;2080;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;11;0;0;1;2.31306409835815;100;0;0;0;0;0;0;1
2718;1981;0;1;0;0;0;4;0;0;0;2408;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;11;1;0;1;2.15615653991699;16;1;0;0;0;0;0;0
2718;1983;0;1;0;0;0;6;0;0;0;2080;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;11;1;0;1;2.28502583503723;36;0;0;1;0;0;0;0
2718;1980;0;1;0;0;0;3;0;0;0;2080;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;11;1;0;1;2.14114665985107;9;0;0;0;0;0;0;0
2718;1985;0;1;0;0;0;8;0;0;0;2080;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;11;0;0;1;2.30957722663879;64;0;0;0;0;1;0;0
2718;1984;0;1;0;0;0;7;0;0;0;2080;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;11;0;0;1;2.43631815910339;49;0;0;0;1;0;0;0
2721;1980;0;0;0;1;0;6;0;0;0;2080;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;9;0;0;0;1.54330968856812;36;0;0;0;0;0;0;0
2721;1982;0;0;0;1;0;8;0;0;0;1840;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;9;0;0;1;1.50295078754425;64;0;1;0;0;0;0;0
2721;1987;0;0;0;1;0;13;0;0;0;1650;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;9;0;0;0;1.02070116996765;169;0;0;0;0;0;0;1
2721;1984;1;0;0;0;0;10;0;0;0;2220;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;9;0;0;1;0.231112718582153;100;0;0;0;1;0;0;0
2721;1986;0;0;1;0;0;12;0;0;0;2080;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;9;0;0;0;0.909646213054657;144;0;0;0;0;0;1;0
2721;1981;0;0;0;0;0;7;0;0;0;2080;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;9;1;0;0;1.56218504905701;49;1;0;0;0;0;0;0
2721;1983;0;0;0;1;0;9;0;0;0;3176;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;9;0;0;0;0.880941987037659;81;0;0;1;0;0;0;0
2721;1985;0;0;0;0;0;11;0;0;0;2440;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;9;0;1;0;1.20086658000946;121;0;0;0;0;1;0;0
2733;1984;0;1;0;0;0;8;0;0;0;2496;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;12;0;1;1;1.01001846790314;64;0;0;0;1;0;0;0
2733;1985;0;1;0;0;0;9;0;0;0;2120;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;12;0;0;0;1.05376636981964;81;0;0;0;0;1;0;0
2733;1980;0;1;0;0;0;4;0;0;0;2080;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;12;0;1;0;0.754852414131165;16;0;0;0;0;0;0;0
2733;1986;0;1;0;0;0;10;0;0;0;2626;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;12;0;0;0;0.925013661384583;100;0;0;0;0;0;1;0
2733;1987;0;1;0;0;0;11;0;0;0;3100;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;12;0;0;0;0.902428925037384;121;0;0;0;0;0;0;1
2733;1982;0;1;0;0;0;6;0;0;0;2496;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;12;0;1;1;1.01715886592865;36;0;1;0;0;0;0;0
2733;1981;0;1;0;0;0;5;0;0;0;2424;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;12;0;1;0;1.08866190910339;25;1;0;0;0;0;0;0
2733;1983;0;1;0;0;0;7;0;0;0;2496;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;12;0;1;0;0.989703297615051;49;0;0;1;0;0;0;0
2741;1986;0;0;0;0;0;11;0;0;0;2080;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;12;0;1;0;1.6281111240387;121;0;0;0;0;0;1;0
2741;1982;0;0;0;0;0;7;0;0;0;2080;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;12;0;1;0;1.28503823280334;49;0;1;0;0;0;0;0
2741;1981;0;0;0;0;0;6;0;0;0;2080;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;12;0;1;0;1.34707367420197;36;1;0;0;0;0;0;0
2741;1987;0;0;0;0;0;12;0;0;0;2080;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;12;0;1;0;1.67875730991364;144;0;0;0;0;0;0;1
2741;1985;0;0;0;0;0;10;0;0;0;2080;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;12;0;1;0;1.44053936004639;100;0;0;0;0;1;0;0
2741;1984;0;0;0;0;0;9;0;0;0;2080;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;12;0;0;1;1.43568634986877;81;0;0;0;1;0;0;0
2741;1980;0;0;0;0;0;5;0;0;0;2080;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;12;0;1;0;1.44799959659576;25;0;0;0;0;0;0;0
2741;1983;0;0;0;0;0;8;0;0;0;2080;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;12;0;1;0;1.35071659088135;64;0;0;1;0;0;0;0
2745;1986;0;0;0;0;0;9;0;0;0;2080;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;12;0;1;0;1.68873584270477;81;0;0;0;0;0;1;0
2745;1981;0;0;0;0;0;4;0;0;0;2080;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;12;0;1;1;1.6835458278656;16;1;0;0;0;0;0;0
2745;1984;0;0;0;0;0;7;0;0;0;2080;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;12;0;1;0;1.61800789833069;49;0;0;0;1;0;0;0
2745;1983;0;0;0;0;0;6;0;0;0;2080;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;12;0;1;0;1.66087162494659;36;0;0;1;0;0;0;0
2745;1980;0;0;0;0;0;3;0;0;0;1480;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;12;0;1;0;1.78832542896271;9;0;0;0;0;0;0;0
2745;1982;0;0;0;0;0;5;0;0;0;2080;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;12;0;1;0;1.87282490730286;25;0;1;0;0;0;0;0
2745;1987;0;0;0;0;0;10;0;0;0;2080;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;12;0;1;0;1.7609955072403;100;0;0;0;0;0;0;1
2745;1985;0;0;0;0;0;8;0;0;0;2080;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;12;0;1;0;1.64817869663239;64;0;0;0;0;1;0;0
2751;1987;0;1;0;0;0;11;0;0;0;2080;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;12;0;0;1;1.95205068588257;121;0;0;0;0;0;0;1
2751;1980;0;1;0;0;0;4;0;0;0;2496;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;12;0;0;1;1.60215020179749;16;0;0;0;0;0;0;0
2751;1982;0;1;0;0;0;6;0;0;0;2128;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;12;0;0;1;1.66768872737885;36;0;1;0;0;0;0;0
2751;1986;0;1;0;0;0;10;0;0;0;2080;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;12;0;0;0;1.74589419364929;100;0;0;0;0;0;1;0
2751;1981;0;1;0;0;0;5;0;0;0;2496;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;12;0;0;0;1.57021725177765;25;1;0;0;0;0;0;0
2751;1983;0;1;0;0;0;7;0;0;0;2448;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;12;0;0;1;1.35486721992493;49;0;0;1;0;0;0;0
2751;1985;0;1;0;0;0;9;0;0;0;2080;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;12;0;0;1;1.51464736461639;81;0;0;0;0;1;0;0
2751;1984;0;1;0;0;0;8;0;0;0;2144;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;12;0;0;1;1.51870965957642;64;0;0;0;1;0;0;0
2774;1987;0;0;0;0;0;10;0;0;0;2080;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;14;0;0;0;1.90759897232056;100;0;0;0;0;0;0;1
2774;1985;0;0;0;1;0;8;0;0;0;2080;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;14;0;0;0;2.01108431816101;64;0;0;0;0;1;0;0
2774;1986;0;0;0;1;0;9;0;0;0;2080;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;14;0;0;0;2.03357625007629;81;0;0;0;0;0;1;0
2774;1982;0;0;0;1;0;5;0;0;0;1360;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;14;0;0;0;2.29770803451538;25;0;1;0;0;0;0;0
2774;1984;0;0;0;0;0;7;0;0;0;1728;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;14;0;0;0;2.18640327453613;49;0;0;0;1;0;0;0
2774;1980;0;0;0;1;0;3;0;0;0;2080;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;14;0;0;0;1.97862780094147;9;0;0;0;0;0;0;0
2774;1983;0;0;0;1;0;6;0;0;0;680;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;14;0;0;0;2.08575487136841;36;0;0;1;0;0;0;0
2774;1981;0;0;0;1;0;4;0;0;0;2080;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;14;0;0;0;2.1490752696991;16;1;0;0;0;0;0;0
2801;1987;0;0;0;0;0;9;1;0;0;2150;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;10;0;0;1;1.5242965221405;81;0;0;0;0;0;0;1
2801;1986;0;0;0;0;0;8;1;0;0;2100;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;10;0;0;0;1.37168169021606;64;0;0;0;0;0;1;0
2801;1981;0;0;0;0;0;3;1;0;0;2220;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;10;0;0;0;1.28193438053131;9;1;0;0;0;0;0;0
2801;1982;0;0;1;0;0;4;0;0;0;2575;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;10;0;0;0;1.25387811660767;16;0;1;0;0;0;0;0
2801;1985;0;0;0;0;0;7;1;0;0;2174;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;10;0;0;0;1.27373611927032;49;0;0;0;0;1;0;0
2801;1980;0;0;0;0;0;2;0;0;0;1313;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;10;0;1;1;1.10954511165619;4;0;0;0;0;0;0;0
2801;1984;0;0;0;0;0;6;1;0;0;2080;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;10;0;0;0;1.26133286952972;36;0;0;0;1;0;0;0
2801;1983;0;0;0;0;0;5;0;0;0;2060;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;10;0;1;0;1.26506841182709;25;0;0;1;0;0;0;0
2813;1982;0;0;0;0;0;4;0;0;0;2215;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;13;0;0;0;1.62761890888214;16;0;1;0;0;0;0;0
2813;1987;1;0;0;0;0;9;0;0;0;2741;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;13;0;0;0;1.63164401054382;81;0;0;0;0;0;0;1
2813;1980;0;0;0;0;0;2;0;0;0;806;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;13;0;0;0;0.624082148075104;4;0;0;0;0;0;0;0
2813;1983;1;0;0;0;0;5;0;0;0;2378;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;13;0;0;0;1.62228989601135;25;0;0;1;0;0;0;0
2813;1984;1;0;0;0;0;6;0;0;0;2352;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;13;0;0;0;1.62027287483215;36;0;0;0;1;0;0;0
2813;1981;0;0;0;0;0;3;0;0;0;1586;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;13;0;0;0;1.26155149936676;9;1;0;0;0;0;0;0
2813;1986;1;0;0;0;0;8;0;0;0;2496;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;13;0;0;0;1.71772336959839;64;0;0;0;0;0;1;0
2813;1985;1;0;0;0;0;7;0;0;0;2466;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;13;0;0;0;1.59573221206665;49;0;0;0;0;1;0;0
2833;1983;0;0;0;0;0;5;0;0;0;2199;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;12;0;1;0;1.8879063129425;25;0;0;1;0;0;0;0
2833;1981;0;0;0;0;0;3;0;0;0;2340;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;12;0;1;0;1.78890645503998;9;1;0;0;0;0;0;0
2833;1980;0;0;0;0;0;2;0;0;0;2470;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;12;0;1;0;1.89133489131927;4;0;0;0;0;0;0;0
2833;1987;0;0;0;0;0;9;0;0;0;2240;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;12;0;1;0;1.83349096775055;81;0;0;0;0;0;0;1
2833;1986;0;0;0;0;0;8;0;0;0;2130;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;12;0;1;0;1.92281079292297;64;0;0;0;0;0;1;0
2833;1984;0;0;0;0;0;6;0;0;0;2316;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;12;0;1;0;1.84700644016266;36;0;0;0;1;0;0;0
2833;1985;0;0;0;0;0;7;0;0;0;2340;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;12;0;1;0;1.88894391059875;49;0;0;0;0;1;0;0
2833;1982;0;0;0;0;0;4;0;0;0;2340;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;1;0;1.83508455753326;16;0;1;0;0;0;0;0
2839;1985;0;0;0;0;0;8;0;0;0;1960;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;13;0;0;0;2.02605581283569;64;0;0;0;0;1;0;0
2839;1983;0;0;0;0;0;6;0;0;0;2080;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;13;0;0;0;1.64053285121918;36;0;0;1;0;0;0;0
2839;1981;0;0;1;0;0;4;0;0;0;2080;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;1.64717829227448;16;1;0;0;0;0;0;0
2839;1980;0;0;1;0;0;3;0;0;0;2080;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;1.55487895011902;9;0;0;0;0;0;0;0
2839;1986;0;0;1;0;0;9;0;0;0;2080;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;1.94656491279602;81;0;0;0;0;0;1;0
2839;1987;0;0;1;0;0;10;0;0;0;2080;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;1.97355687618256;100;0;0;0;0;0;0;1
2839;1982;0;0;0;0;0;5;0;0;0;2080;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;13;0;0;0;1.68649530410767;25;0;1;0;0;0;0;0
2839;1984;0;0;0;0;0;7;0;0;0;2080;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;1.74317097663879;49;0;0;0;1;0;0;0
2842;1982;0;0;0;0;0;6;0;0;0;2355;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;1.69149363040924;36;0;1;0;0;0;0;0
2842;1980;0;0;0;0;0;4;0;0;0;504;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;13;0;1;0;1.47925209999084;16;0;0;0;0;0;0;0
2842;1981;0;0;0;1;0;5;0;0;0;2191;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;13;0;0;0;1.82571172714233;25;1;0;0;0;0;0;0
2842;1986;0;0;0;0;0;10;0;0;0;2040;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;13;0;0;0;2.82618427276611;100;0;0;0;0;0;1;0
2842;1987;0;0;0;1;0;11;0;0;0;2000;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;2.41112518310547;121;0;0;0;0;0;0;1
2842;1985;0;0;0;0;0;9;0;0;0;1860;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;13;0;0;0;1.98311364650726;81;0;0;0;0;1;0;0
2842;1983;0;0;0;0;0;7;0;0;0;2392;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;1.80879175662994;49;0;0;1;0;0;0;0
2842;1984;0;0;0;0;0;8;0;0;0;2215;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;1.98256731033325;64;0;0;0;1;0;0;0
2866;1984;0;0;0;0;0;7;0;0;1;3168;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9;0;0;0;1.93921267986298;49;0;0;0;1;0;0;0
2866;1986;0;0;0;0;0;9;0;0;0;2360;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;9;0;1;0;2.28457689285278;81;0;0;0;0;0;1;0
2866;1982;0;0;0;0;0;5;0;0;0;2540;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9;0;0;0;2.04075360298157;25;0;1;0;0;0;0;0
2866;1987;0;0;1;0;0;10;0;0;1;3306;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;9;0;0;0;1.93670427799225;100;0;0;0;0;0;0;1
2866;1981;0;0;0;0;0;4;0;0;0;2185;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;1;1.49437880516052;16;1;0;0;0;0;0;0
2866;1985;0;0;0;0;0;8;0;0;0;3180;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9;0;1;0;2.08866286277771;64;0;0;0;0;1;0;0
2866;1980;0;0;0;0;0;3;0;0;1;2464;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;9;0;0;0;1.33685028553009;9;0;0;0;0;0;0;0
2866;1983;0;0;0;0;0;6;0;0;0;2686;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;1.99297297000885;36;0;0;1;0;0;0;0
2868;1983;0;0;0;0;0;6;0;0;0;2296;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;13;0;1;0;1.89854323863983;36;0;0;1;0;0;0;0
2868;1980;0;0;0;0;0;3;0;0;0;759;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;13;0;1;1;2.29360198974609;9;0;0;0;0;0;0;0
2868;1985;0;0;0;0;0;8;0;0;0;2218;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;13;0;1;0;2.14355659484863;64;0;0;0;0;1;0;0
2868;1987;0;0;0;0;0;10;0;0;0;2729;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;13;0;1;0;2.07134962081909;100;0;0;0;0;0;0;1
2868;1984;0;0;0;0;0;7;0;0;0;2395;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;13;0;1;0;2.0076208114624;49;0;0;0;1;0;0;0
2868;1986;0;0;0;0;0;9;0;0;0;709;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;13;0;1;0;3.39752602577209;81;0;0;0;0;0;1;0
2868;1982;0;0;0;0;0;5;0;0;0;2209;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;13;0;1;0;1.81265294551849;25;0;1;0;0;0;0;0
2868;1981;0;0;0;0;0;4;0;0;0;1855;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;13;0;1;0;1.56573665142059;16;1;0;0;0;0;0;0
2874;1983;0;0;0;0;0;7;0;1;0;2184;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9;0;1;0;1.20661628246307;49;0;0;1;0;0;0;0
2874;1986;0;0;0;0;0;10;0;1;0;2198;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;9;0;1;0;1.19823777675629;100;0;0;0;0;0;1;0
2874;1985;0;0;0;0;0;9;0;1;0;2236;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;9;0;1;0;1.32739675045013;81;0;0;0;0;1;0;0
2874;1984;0;0;0;0;0;8;0;1;0;2222;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9;0;1;0;1.1857236623764;64;0;0;0;1;0;0;0
2874;1980;0;0;0;0;0;4;0;1;0;727;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;9;0;1;0;0.37893271446228;16;0;0;0;0;0;0;0
2874;1982;0;0;1;0;0;6;0;1;0;1782;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9;0;0;0;0.746522665023804;36;0;1;0;0;0;0;0
2874;1981;0;0;0;0;0;5;0;1;1;1365;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9;0;1;0;1.07513988018036;25;1;0;0;0;0;0;0
2874;1987;0;0;0;0;0;11;0;1;0;1744;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9;0;1;0;1.40865683555603;121;0;0;0;0;0;0;1
2916;1986;0;0;0;0;0;8;0;0;0;2080;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;1;0;0;1.4204717874527;64;0;0;0;0;0;1;0
2916;1987;0;0;0;0;0;9;0;0;0;1915;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;1.64647769927979;81;0;0;0;0;0;0;1
2916;1980;0;0;1;0;0;2;0;0;0;650;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;12;0;0;0;1.18403398990631;4;0;0;0;0;0;0;0
2916;1983;0;0;0;0;0;5;0;0;0;2080;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;12;0;0;0;1.72541010379791;25;0;0;1;0;0;0;0
2916;1985;0;0;0;0;0;7;0;0;0;922;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;12;0;0;0;0.941930949687958;49;0;0;0;0;1;0;0
2916;1984;0;0;0;0;0;6;0;0;0;1630;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;12;0;0;0;1.97512447834015;36;0;0;0;1;0;0;0
2916;1981;0;0;1;0;0;3;0;0;0;1291;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;12;0;0;0;1.71866393089294;9;1;0;0;0;0;0;0
2916;1982;0;0;0;0;0;4;0;0;0;2040;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;12;0;0;0;1.69649839401245;16;0;1;0;0;0;0;0
2951;1983;0;1;0;0;0;9;0;0;0;2508;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0.832566380500793;81;0;0;1;0;0;0;0
2951;1981;0;1;0;0;0;7;0;0;0;1920;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;1.20397281646729;49;1;0;0;0;0;0;0
2951;1985;0;1;0;0;0;11;0;0;0;2080;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;1.36049664020538;121;0;0;0;0;1;0;0
2951;1984;0;1;0;0;0;10;0;0;0;2144;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;9;0;0;0;1.18223738670349;100;0;0;0;1;0;0;0
2951;1987;0;1;0;0;0;13;0;0;0;2080;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;9;0;0;0;1.38150584697723;169;0;0;0;0;0;0;1
2951;1980;0;1;0;0;0;6;0;0;0;1660;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;1.1627242565155;36;0;0;0;0;0;0;0
2951;1982;0;1;0;0;0;8;0;0;0;2296;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;1.08087718486786;64;0;1;0;0;0;0;0
2951;1986;0;1;0;0;0;12;0;0;0;1875;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;1.35717701911926;144;0;0;0;0;0;1;0
2980;1980;0;0;0;0;0;2;0;0;0;1120;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;1.66656124591827;4;0;0;0;0;0;0;0
2980;1983;0;0;0;0;0;5;0;0;0;1356;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;1.57787466049194;25;0;0;1;0;0;0;0
2980;1986;0;0;0;0;0;8;0;0;0;2790;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;1.80052721500397;64;0;0;0;0;0;1;0
2980;1987;0;0;0;0;0;9;0;0;0;2600;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;1.96070873737335;81;0;0;0;0;0;0;1
2980;1984;0;0;0;0;0;6;0;0;0;1996;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;15;0;0;0;1.11450338363647;36;0;0;0;1;0;0;0
