BP,CD,DATE,DAY,DDM,DM,DY,SF
1.9525,0.831,810609,2,0.0117803982869671,0.4184,0.004405,0.4759
1.965,0.8295,810610,3,0.00405486542462319,0.4201,0.004421,0.4768
1.9555,0.831,810611,4,-0.0095671621864406,0.4161,0.004447,0.4734
1.9545,0.8294,810612,5,0.00503417100563752,0.4182,0.004475,0.478
1.9875,0.8312,810615,1,0.0215265556554461,0.4273,0.004535,0.4888
1.997,0.8304,810616,2,-0.00351659019060024,0.4258,0.004541,0.4884
1.996,0.8291,810617,3,-0.00164531709463467,0.4251,0.004517,0.4873
1.9735,0.8296,810618,4,-0.00921665510492398,0.4212,0.004483,0.4827
1.9775,0.8307,810619,5,0.00047472111026825,0.4214,0.004482,0.4842
2.003,0.8333,810622,1,0.00850666755432816,0.425,0.004498,0.4885
1.984,0.8334,810623,2,-0.00803217169726433,0.4216,0.004484,0.4901
1.97,0.8323,810624,3,0.00284225676893002,0.4228,0.004476,0.4933
1.939,0.8325,810625,4,-0.0135732527931829,0.4171,0.00442,0.4889
1.956,0.8325,810626,5,0.00502213180393285,0.4192,0.004464,0.4945
1.9475,0.8329,810629,1,-0.00334528388436706,0.4178,0.004442,0.4911
1.92,0.832,810630,2,-0.00239635868330823,0.4168,0.004384,0.4866
1.892,0.8313,810701,3,-0.00505112318682155,0.4147,0.004391,0.4826
1.897,0.8322,810702,4,0,0.4147,0.004406,0.4819
1.8895,0.8316,810703,5,-0.00120641829085189,0.4142,0.004377,0.4823
1.897,0.8319,810706,1,-0.0148367065497237,0.4081,0.004351,0.4775
1.8955,0.8307,810707,2,-0.000490196088247408,0.4079,0.004365,0.4773
1.881,0.8298,810708,3,-0.00812312158986761,0.4046,0.004359,0.4734
1.898,0.8301,810709,4,0.00934816155686535,0.4084,0.004375,0.4782
1.895,0.8308,810710,5,0.00415394610750319,0.4101,0.004376,0.4807
1.866,0.8304,810713,1,-0.000487804887721821,0.4099,0.004357,0.4791
1.877,0.8304,810714,2,0.00511012183923454,0.412,0.004339,0.4807
1.892,0.8296,810715,3,0.00942149739933962,0.4159,0.004332,0.4837
1.879,0.8298,810716,4,-0.00699725378783322,0.413,0.004301,0.4791
1.8805,0.8295,810717,5,-0.00315266418517368,0.4117,0.00431,0.4786
1.854,0.8248,810720,1,-0.00951807063550425,0.4078,0.004279,0.4752
1.853,0.8248,810721,2,-0.00319292915248959,0.4065,0.004264,0.4734
1.859,0.8221,810722,3,0.00832929852242659,0.4099,0.004252,0.4757
1.8545,0.8214,810723,4,-0.00342131321023431,0.4085,0.004255,0.4723
1.863,0.8214,810724,5,0.00488401459242538,0.4105,0.004267,0.4757
1.855,0.8153,810727,1,-0.00512884260197244,0.4084,0.00423,0.4716
1.856,0.8145,810728,2,-0.00269707163614352,0.4073,0.004195,0.4705
1.8545,0.815,810729,3,-0.00196608566650169,0.4065,0.004199,0.4712
1.8625,0.8113,810730,4,0.000245972206381118,0.4066,0.004182,0.4691
1.834,0.8095,810731,5,-0.00765341348424275,0.4035,0.004155,0.4646
1.8025,0.8052,810803,1,-0.0245872897603118,0.3937,0.00406,0.4541
1.8035,0.8041,810804,2,0.00784317746102592,0.3968,0.004074,0.4559
1.809,0.8077,810805,3,0.00477687897659163,0.3987,0.004162,0.4604
1.801,0.8087,810806,4,-0.00528103830161375,0.3966,0.004189,0.4574
1.793,0.8058,810807,5,-0.00581617520211419,0.3943,0.004264,0.457
1.771,0.8071,810810,1,-0.0153338041459599,0.3883,0.004228,0.4535
1.786,0.813,810811,2,0.0117768898267926,0.3929,0.004246,0.4587
1.81,0.8123,810812,3,0.0106330115727916,0.3971,0.004327,0.4618
1.804,0.8121,810813,4,-0.00252143350933476,0.3961,0.004301,0.4589
1.8015,0.8156,810814,5,-0.00227473875415829,0.3952,0.00428,0.4551
1.8255,0.8202,810817,1,0.0158155675131038,0.4015,0.004365,0.4608
1.8235,0.8233,810818,2,-0.00499376818048702,0.3995,0.004359,0.4585
1.851,0.8254,810819,3,0.00971486031378188,0.4034,0.004354,0.4642
1.854,0.8262,810820,4,-0.000495908762952468,0.4032,0.004361,0.4631
1.898,0.8298,810821,5,0.0147713173203126,0.4092,0.004395,0.473
1.842,0.8276,810824,1,-0.0187474656999519,0.4016,0.004361,0.4629
1.8315,0.8248,810825,2,-0.00249314514580157,0.4006,0.004353,0.4608
1.8425,0.824,810826,3,0.0124040290452555,0.4056,0.004345,0.4659
1.829,0.83,810827,4,-0.0059347355198146,0.4032,0.004332,0.465
1.849,0.8329,810828,5,0.0123245336185855,0.4082,0.004366,0.4692
1.835,0.831,810831,1,-0.00491160122946011,0.4062,0.004309,0.4632
1.8385,0.8319,810901,2,0.0041763971772284,0.4079,0.004345,0.465
1.85,0.8359,810902,3,0.0112141594512229,0.4125,0.004357,0.4675
1.848,0.8364,810903,4,0.00338819297995108,0.4139,0.004351,0.4755
1.833,0.8355,810904,5,0.00144857582066293,0.4145,0.004356,0.4777
1.785,0.8305,810908,2,-0.0114037387705502,0.4098,0.00429,0.4721
1.793,0.8305,810909,3,0.00923008738941999,0.4136,0.004284,0.4784
1.7975,0.8281,810910,4,0.00241487680745989,0.4146,0.00432,0.4826
1.791,0.8322,810911,5,0.00744927150145036,0.4177,0.004323,0.4887
1.805,0.8336,810914,1,0.0147341068554618,0.4239,0.004407,0.4976
1.839,0.8333,810915,2,0.0119593405694255,0.429,0.004415,0.5017
1.8545,0.8303,810916,3,0.0118180033775308,0.4341,0.004397,0.5025
1.831,0.8325,810917,4,0.00138121568919858,0.4347,0.004391,0.5063
1.8385,0.8343,810918,5,0.0193649974383276,0.4432,0.004418,0.5141
1.8425,0.8366,810921,1,0.00808993176197159,0.4468,0.004444,0.523
1.831,0.8343,810922,2,-0.0203488821062829,0.4378,0.004399,0.5109
1.8035,0.8345,810923,3,-0.0105626699619272,0.4332,0.004381,0.5096
1.797,0.8358,810924,4,-0.000692760678900561,0.4329,0.004385,0.509
1.774,0.8316,810925,5,-0.0118509577996296,0.4278,0.004344,0.5037
1.803,0.832,810928,1,0.0148494607958861,0.4342,0.004334,0.5108
1.7925,0.8307,810929,2,-0.00809346538412636,0.4307,0.004293,0.505
1.8125,0.8295,810930,3,0.000696298043682764,0.431,0.004293,0.5063
1.834,0.8298,811001,4,-0.0013930812561731,0.4304,0.004288,0.5073
1.827,0.8309,811002,5,0.0163616969500945,0.4375,0.004344,0.5194
1.858,0.834,811005,1,0.0250549162884388,0.4486,0.00437,0.5279
1.848,0.8336,811006,2,-0.0107576115876145,0.4438,0.004344,0.5249
1.8785,0.8331,811007,3,0.0129842880809878,0.4496,0.004369,0.5316
1.903,0.8351,811008,4,0.0117193159964771,0.4549,0.004383,0.5379
1.896,0.8364,811009,5,0.000659268236162691,0.4552,0.004411,0.5428
1.856,0.8341,811013,2,-0.0154973214452946,0.4482,0.004368,0.5353
1.8595,0.8323,811014,3,0.00711430301660876,0.4514,0.004372,0.5396
1.8355,0.832,811015,4,-0.0102427971883897,0.4468,0.004325,0.5327
1.834,0.8311,811016,5,0,0.4468,0.004324,0.5339
1.83,0.8329,811019,1,0.00111844324375676,0.4473,0.004299,0.5359
1.8205,0.8314,811020,2,-0.00740494800657765,0.444,0.004298,0.531
1.815,0.8296,811021,3,-0.011097384864553,0.4391,0.004273,0.5265
1.8235,0.8301,811022,4,0.00159290055298922,0.4398,0.00429,0.5305
1.823,0.8302,811023,5,-0.000227401933896476,0.4397,0.004302,0.5291
1.8125,0.8271,811026,1,-0.0167415904217112,0.4324,0.004232,0.5205
1.816,0.8276,811027,2,0.00438445377572305,0.4343,0.004262,0.5254
1.8215,0.8271,811028,3,0.00161049154790782,0.435,0.004257,0.5302
1.845,0.83,811029,4,0.0168684191194409,0.4424,0.004265,0.5398
1.873,0.8327,811030,5,0.0134712409898798,0.4484,0.004297,0.5503
1.865,0.8314,811102,1,-0.00133898703335045,0.4478,0.004353,0.5521
1.88,0.8331,811103,2,0.0111038227243188,0.4528,0.004374,0.5563
1.872,0.8368,811104,3,-0.00442674472335203,0.4508,0.004395,0.5575
1.8725,0.8368,811105,4,-0.00288792825394613,0.4495,0.004367,0.5586
1.878,0.8384,811106,5,0.00155607456095685,0.4502,0.004368,0.5583
1.887,0.8383,811109,1,0.00376898794460212,0.4519,0.004391,0.563
1.864,0.8385,811110,2,-0.00777522521922913,0.4484,0.004356,0.5583
1.9,0.8411,811112,4,0.00644661563495064,0.4513,0.004397,0.568
1.9125,0.8411,811113,5,0.000443066024084615,0.4515,0.00441,0.5714
1.8945,0.8417,811116,1,-0.0136026180337728,0.4454,0.004416,0.5611
1.892,0.8433,811117,2,0.000897666128501173,0.4458,0.004462,0.5586
1.926,0.8453,811118,3,0.00626120113433948,0.4486,0.004505,0.5627
1.8995,0.8443,811119,4,-0.011208366609896,0.4436,0.004511,0.5518
1.9035,0.8441,811120,5,-0.00157924454705938,0.4429,0.004591,0.5524
1.9055,0.8453,811123,1,0.00270575136890394,0.4441,0.004597,0.5538
1.93,0.8476,811124,2,0.0118635974531723,0.4494,0.004652,0.5619
1.932,0.8486,811125,3,-0.00356665558657443,0.4478,0.004616,0.5614
1.965,0.8499,811127,5,0.0122074537821492,0.4533,0.004646,0.5676
1.966,0.85,811130,1,0.000661594466738746,0.4536,0.004681,0.5668
1.9515,0.8489,811201,2,-0.00974752954925429,0.4492,0.004623,0.5599
1.95,0.8493,811202,3,0.00377736256275052,0.4509,0.004656,0.5614
1.9365,0.8463,811203,4,-0.0057829342656448,0.4483,0.004614,0.558
1.935,0.8482,811204,5,0.000668970924714185,0.4486,0.004618,0.558
1.943,0.8452,811207,1,-0.00446828268005051,0.4466,0.004611,0.553
1.932,0.8452,811208,2,-0.00336436338424884,0.4451,0.004588,0.5464
1.921,0.8445,811209,3,-0.000224693855568336,0.445,0.004563,0.544
1.9,0.8427,811210,4,-0.00179937070591329,0.4442,0.004579,0.5439
1.872,0.8394,811211,5,-0.00950018454802015,0.44,0.004556,0.5411
1.868,0.8382,811214,1,0.000227246904738854,0.4401,0.004537,0.5449
1.895,0.8401,811215,2,0.00476029460630023,0.4422,0.004605,0.5464
1.889,0.8396,811216,3,-0.00703509085567422,0.4391,0.004585,0.5494
1.8835,0.8412,811217,4,0,0.4391,0.004585,0.5494
1.8825,0.8416,811218,5,-0.00136736575543395,0.4385,0.004557,0.5485
1.877,0.8441,811221,1,-0.000912616992384985,0.4381,0.00455,0.5503
1.89,0.8463,811222,2,0.00637089754403919,0.4409,0.004562,0.5524
1.892,0.8488,811223,3,-0.00249801424323104,0.4398,0.004526,0.5506
1.89,0.8445,811224,4,0.00385794192335376,0.4415,0.004499,0.5509
1.8925,0.8471,811228,1,-0.00363059168934055,0.4399,0.004484,0.5524
1.898,0.844,811229,2,0.00181694349326711,0.4407,0.004502,0.5558
1.91,0.8424,811230,3,0.00723493999204838,0.4439,0.004549,0.5561
1.91,0.843,811231,4,0.00606402756606783,0.4466,0.004545,0.5592
1.9365,0.8428,820104,1,0.00111894383387745,0.4471,0.004581,0.5586
1.925,0.8434,820105,2,-0.00628227329807218,0.4443,0.004566,0.5558
1.9185,0.8421,820106,3,-0.00112599944336922,0.4438,0.004536,0.5514
1.92,0.8421,820107,4,-0.0040641284207954,0.442,0.004504,0.5464
1.908,0.8426,820108,5,0.000452386345647815,0.4422,0.004519,0.5461
1.883,0.8404,820111,1,-0.0134321882937819,0.4363,0.004474,0.5376
1.876,0.8404,820112,2,0.00297517097820743,0.4376,0.004483,0.5399
1.856,0.8382,820113,3,-0.0107984966598366,0.4329,0.004446,0.5347
1.862,0.8381,820114,4,0.00276816785761291,0.4341,0.004451,0.5402
1.87,0.8375,820115,5,-0.00461787936766034,0.4321,0.004453,0.5382
1.8895,0.8373,820118,1,0.00967303719167656,0.4363,0.004444,0.542
1.89,0.8371,820119,2,-0.00413413542411734,0.4345,0.004433,0.5399
1.887,0.8385,820120,3,-0.00184289386412617,0.4337,0.004441,0.5387
1.873,0.838,820121,4,0,0.4337,0.004415,0.5393
1.868,0.8369,820122,5,-0.00369600790343305,0.4321,0.004405,0.5387
1.8555,0.8361,820125,1,-0.00720012400987047,0.429,0.004366,0.5361
1.87,0.8364,820126,2,0.0062739836334148,0.4317,0.004382,0.5406
1.868,0.8351,820127,3,-0.00371316277174116,0.4301,0.004347,0.539
1.8725,0.8352,820128,4,-0.00256082086167364,0.429,0.004327,0.5382
1.88,0.8357,820129,5,0.00372266600224558,0.4306,0.004382,0.5414
1.858,0.8298,820201,1,-0.0140320356611069,0.4246,0.004289,0.5314
1.8585,0.8289,820202,2,-0.000235543517753678,0.4245,0.004268,0.5284
1.863,0.8293,820203,3,-0.000471253543122829,0.4243,0.00427,0.5282
1.872,0.829,820204,4,0.00610904155563718,0.4269,0.00429,0.5319
1.867,0.8289,820205,5,-0.000234274336318063,0.4268,0.004276,0.5313
1.8555,0.8246,820208,1,-0.00941626543151575,0.4228,0.004249,0.5263
1.8495,0.8227,820209,2,-0.00142011858186231,0.4222,0.004237,0.5238
1.8545,0.8253,820210,3,0.00212942231180147,0.4231,0.004246,0.5274
1.8445,0.8254,820211,4,-0.00426338874105081,0.4213,0.004235,0.5257
1.84,0.8242,820212,5,-0.00499703597813839,0.4192,0.004191,0.5235
1.839,0.823,820216,2,-0.000954654010450695,0.4188,0.004171,0.5243
1.836,0.8218,820217,3,-0.00382775586976436,0.4172,0.004175,0.5227
1.8555,0.8233,820218,4,0.0140428345994043,0.4231,0.004253,0.5299
1.85,0.8216,820219,5,0.000708800974743129,0.4234,0.004277,0.5305
1.849,0.8204,820222,1,0.00565239375861426,0.4258,0.004324,0.5353
1.8315,0.8192,820223,2,-0.00683400798093614,0.4229,0.00427,0.5333
1.8355,0.8207,820224,3,0,0.4229,0.004272,0.5341
1.8295,0.8175,820225,4,-0.00521575388196771,0.4207,0.004227,0.5305
1.817,0.8219,820226,5,-0.00763544630556512,0.4175,0.004207,0.5252
1.825,0.8156,820301,1,0.00430210988580682,0.4193,0.004195,0.5293
1.8135,0.8169,820302,2,0.0064186598592948,0.422,0.004224,0.5344
1.823,0.8178,820303,3,-0.00142281266592303,0.4214,0.004219,0.5321
1.836,0.8224,820304,4,0.00756504789906698,0.4246,0.004254,0.5373
1.8245,0.8248,820305,5,0.00399577450200905,0.4263,0.004259,0.5414
1.806,0.8221,820308,1,-0.00517404729061977,0.4241,0.004242,0.5399
1.808,0.8251,820309,2,-0.00449014106632473,0.4222,0.00421,0.536
1.813,0.8259,820310,3,0.00543287033718176,0.4245,0.004215,0.5393
1.802,0.8252,820311,4,-0.00827917206902062,0.421,0.00417,0.5333
1.797,0.8214,820312,5,-0.000950570413781993,0.4206,0.004173,0.5307
1.818,0.8227,820315,1,0.00450718352862911,0.4225,0.004174,0.5356
1.805,0.822,820316,2,-0.00498280779443239,0.4204,0.004135,0.53
1.809,0.8229,820317,3,0.00190114125702434,0.4212,0.004136,0.5314
1.8055,0.8208,820318,4,-0.00237699184892037,0.4202,0.004126,0.5296
1.8035,0.8193,820319,5,0.000475850591896032,0.4204,0.004093,0.5282
1.7985,0.8191,820322,1,-0.00860014856363889,0.4168,0.004066,0.5231
1.8125,0.8181,820323,2,0.00860014856363889,0.4204,0.004092,0.5288
1.8015,0.8168,820324,3,-0.00572520647803987,0.418,0.004104,0.5263
1.79,0.8149,820325,4,0,0.418,0.004079,0.5241
1.786,0.8136,820326,5,-0.00143643788165593,0.4174,0.004037,0.5224
1.7815,0.813,820329,1,-0.00552553958410718,0.4151,0.004054,0.5182
1.781,0.8137,820330,2,-0.00265348123367881,0.414,0.004053,0.5162
1.784,0.8144,820331,3,0.000482975136169461,0.4142,0.004036,0.517
1.786,0.8157,820401,4,0.00577757986538785,0.4166,0.004068,0.5154
1.789,0.8157,820402,5,0.00119947237602802,0.4171,0.004054,0.5151
1.766,0.8141,820405,1,-0.00697705224141587,0.4142,0.00402,0.5115
1.752,0.8124,820406,2,0.000482741983789503,0.4144,0.004029,0.5086
1.762,0.8118,820407,3,-0.000482741983789503,0.4142,0.004071,0.509
1.7575,0.8118,820408,4,-0.00241721171600029,0.4132,0.004026,0.5037
1.7545,0.8118,820409,5,-0.000726304353439011,0.4129,0.004032,0.5037
1.7675,0.8138,820412,1,0.00193564057532136,0.4137,0.004035,0.5055
1.772,0.8166,820413,2,0.00120787549411794,0.4142,0.004045,0.5102
1.7645,0.8188,820414,3,-0.00169143449773779,0.4135,0.004043,0.5089
1.761,0.8187,820415,4,-0.00217891382659452,0.4126,0.004027,0.5055
1.761,0.8193,820416,5,0.00242072255706793,0.4136,0.004044,0.507
1.7715,0.8201,820419,1,0.00362013186477372,0.4151,0.004086,0.5103
1.769,0.8178,820420,2,0.00432692982775806,0.4169,0.004111,0.5126
1.7785,0.817,820421,3,0.00143815940415892,0.4175,0.004123,0.5107
1.776,0.8167,820422,4,-0.000958543088010466,0.4171,0.004112,0.5081
1.7725,0.8173,820423,5,0.00549911726491992,0.4194,0.004151,0.5082
1.7765,0.8177,820426,1,0.00452005051715132,0.4213,0.004195,0.5105
1.7855,0.8153,820427,2,0.00426338874105081,0.4231,0.004211,0.5138
1.785,0.8163,820428,3,0.0025964844045604,0.4242,0.00421,0.5125
1.792,0.8192,820429,4,0.00845075451772315,0.4278,0.004253,0.5119
1.81,0.8183,820430,5,0.00280112227971174,0.429,0.004233,0.5112
1.8135,0.8153,820503,1,-0.00397057627803765,0.4273,0.004223,0.5117
1.804,0.8171,820504,2,0.00187047050092104,0.4281,0.004229,0.5133
1.805,0.8175,820505,3,0.00976297852268582,0.4323,0.004273,0.517
1.818,0.8195,820506,4,0.00714535712686093,0.4354,0.004312,0.5265
1.8345,0.8181,820507,5,0.00663845862431645,0.4383,0.004302,0.5313
1.832,0.8147,820510,1,-0.00594967430136717,0.4357,0.004263,0.5241
1.8345,0.812,820511,2,0.00708979527767883,0.4388,0.004313,0.5246
1.83,0.8058,820512,3,-0.00479726790956003,0.4367,0.004268,0.5177
1.818,0.8073,820513,4,-0.00989537472646196,0.4324,0.004228,0.5125
1.818,0.8074,820514,5,0.00115566868288164,0.4329,0.004255,0.5138
1.8025,0.8068,820517,1,-0.00648901465824425,0.4301,0.004198,0.5059
1.809,0.8082,820518,2,0.00463930314819683,0.4321,0.004213,0.5076
1.792,0.8087,820519,3,-0.0039420340903128,0.4304,0.004175,0.5045
1.78,0.8128,820520,4,0.00740744127786175,0.4336,0.004219,0.5091
1.801,0.8099,820521,5,0.00184331849428931,0.4344,0.004209,0.5108
1.8055,0.809,820524,1,0.000230176085720957,0.4345,0.004184,0.5104
1.8095,0.8098,820525,2,-0.00438243118648829,0.4326,0.004169,0.5099
1.797,0.8081,820526,3,-0.0118592251421435,0.4275,0.004153,0.5064
1.797,0.8059,820527,4,0.000935235045956273,0.4279,0.004122,0.5032
1.782,0.8038,820528,5,-0.00515465058866438,0.4257,0.004108,0.5003
1.7865,0.8004,820601,2,-0.0115772114106066,0.4208,0.00409,0.4928
1.7945,0.8042,820602,3,0.00639585266860898,0.4235,0.004096,0.4965
1.795,0.8019,820603,4,-0.000944956366087379,0.4231,0.00411,0.4926
1.795,0.7985,820604,5,0,0.4231,0.004103,0.4926
1.7985,0.7966,820607,1,-0.00473822255813972,0.4211,0.004079,0.4944
1.778,0.7928,820608,2,-0.01362842372587,0.4154,0.004035,0.4875
1.7745,0.7936,820609,3,-0.000722456383018821,0.4151,0.004032,0.4872
1.762,0.7917,820610,4,-0.00265348123367881,0.414,0.004008,0.4842
1.785,0.7917,820611,5,0.0136741965142309,0.4197,0.004042,0.492
1.774,0.7856,820614,1,-0.0163347374475007,0.4129,0.003993,0.4837
1.7625,0.7821,820615,2,0,0.4129,0.003973,0.4812
1.752,0.779,820616,3,-0.00680440049403086,0.4101,0.003946,0.4761
1.7385,0.775,820617,4,-0.0070965671617006,0.4072,0.003913,0.4708
1.738,0.7734,820618,5,-0.00492369286178473,0.4052,0.003912,0.4698
1.745,0.771,820621,1,0.00123319783787323,0.4057,0.003897,0.4737
1.7305,0.7686,820622,2,-0.00568534469229021,0.4034,0.003897,0.4732
1.7435,0.7806,820623,3,0.00913022998882185,0.4071,0.003941,0.4801
1.73,0.7797,820624,4,-0.00888236779892959,0.4035,0.003903,0.4739
1.725,0.7748,820625,5,-0.000495785830681106,0.4033,0.003889,0.4705
1.731,0.776,820628,1,-0.00198560502070433,0.4025,0.003869,0.471
1.7425,0.7727,820629,2,0.0128365129665896,0.4077,0.003927,0.477
1.732,0.7742,820630,3,-0.0063976596165628,0.4051,0.003897,0.4743
1.7415,0.7779,820701,4,0.00467923523394997,0.407,0.003921,0.4784
1.735,0.7794,820702,5,-0.00739830748144477,0.404,0.003894,0.4737
1.7155,0.7734,820706,2,-0.0119523335238413,0.3992,0.003868,0.4683
1.716,0.7766,820707,3,0.000751220769020566,0.3995,0.003866,0.4672
1.7185,0.7765,820708,4,0.00125078190165262,0.4,0.003903,0.4699
1.724,0.7861,820709,5,0.0047387543471733,0.4019,0.003912,0.473
1.733,0.7876,820712,1,0.00347740042416711,0.4033,0.003914,0.4739
1.7285,0.7874,820713,2,-0.00422413350180295,0.4016,0.003895,0.4714
1.723,0.7877,820714,3,-0.00199401860686454,0.4008,0.003905,0.4699
1.717,0.7908,820715,4,-0.000499126538937023,0.4006,0.003901,0.4701
1.745,0.7933,820716,5,0.0156040317759263,0.4069,0.003955,0.4801
1.736,0.7949,820719,1,-0.00665765003812357,0.4042,0.003912,0.4752
1.7435,0.7965,820720,2,0.0100923933560094,0.4083,0.003937,0.4803
1.7465,0.7952,820721,3,0.00317887539976802,0.4096,0.003953,0.4823
1.749,0.7952,820722,4,0.00681267841750677,0.4124,0.003976,0.4866
1.767,0.7942,820723,5,0.0127697193603248,0.4177,0.004014,0.4957
1.7585,0.7915,820726,1,-0.0105897499854429,0.4133,0.003966,0.4906
1.753,0.7942,820727,2,-0.00387879274182767,0.4117,0.003957,0.488
1.736,0.7908,820728,3,-0.0161609785672141,0.4051,0.003892,0.4777
1.7315,0.794,820729,4,0,0.4051,0.003886,0.475
1.74,0.7977,820730,5,0.00246548448360717,0.4061,0.003878,0.4767
1.757,0.8016,820802,1,0.0144239146572742,0.412,0.003907,0.4849
1.7395,0.798,820803,2,-0.0107370480009565,0.4076,0.003873,0.4793
1.732,0.8008,820804,3,-0.00763456485002334,0.4045,0.003854,0.4755
1.716,0.8012,820805,4,-0.00719516812102694,0.4016,0.003844,0.4714
1.7045,0.7982,820806,5,-0.00900456309308173,0.398,0.003827,0.4659
1.7075,0.7993,820809,1,0.00351141569727698,0.3994,0.003824,0.4679
1.7,0.7978,820810,2,-0.00627906119269517,0.3969,0.003796,0.4655
1.697,0.7962,820811,3,-0.002270148534539,0.396,0.003795,0.4638
1.707,0.7971,820812,4,0.00955021081181906,0.3998,0.00381,0.4655
1.703,0.799,820813,5,-0.00325692383602982,0.3985,0.003805,0.4655
1.704,0.8019,820816,1,-0.00351936009306408,0.3971,0.003785,0.4623
1.715,0.8085,820817,2,0.00927441163344922,0.4008,0.003798,0.4672
1.719,0.8034,820818,3,-0.00124828377212705,0.4003,0.003832,0.4721
1.7395,0.8086,820819,4,0.0153696629893373,0.4065,0.003898,0.4778
1.7365,0.8091,820820,5,0.00343811733564747,0.4079,0.003932,0.4833
1.749,0.8072,820823,1,0.0029375786118403,0.4091,0.003933,0.4842
1.7695,0.811,820824,2,0.00997211231013051,0.4132,0.003966,0.4897
1.757,0.8101,820825,3,-0.00606871628297057,0.4107,0.003958,0.4859
1.75,0.8093,820826,4,-0.00586082263698284,0.4083,0.003923,0.4812
1.728,0.8063,820827,5,-0.0118257106155265,0.4035,0.003871,0.4739
1.7075,0.8074,820830,1,-0.0137244824255658,0.398,0.003829,0.4662
1.715,0.8068,820831,2,0.00651141794728016,0.4006,0.003843,0.47
1.723,0.8078,820901,3,0.0064692935254409,0.4032,0.003866,0.4725
1.7435,0.8102,820902,4,0.00716671793509327,0.4061,0.00391,0.4782
1.7275,0.8056,820903,5,-0.00617514621279824,0.4036,0.003875,0.4768
1.725,0.8078,820907,2,-0.000991571722295026,0.4032,0.003875,0.4725
1.7235,0.812,820908,3,-0.00248323941860717,0.4022,0.003862,0.4712
1.721,0.811,820909,4,-0.0034869275678967,0.4008,0.003847,0.4699
1.708,0.8078,820910,5,-0.00600602406021189,0.3984,0.003802,0.4664
1.71,0.8106,820913,1,0.000250972519826753,0.3985,0.003793,0.4671
1.706,0.8103,820914,2,-0.00226102344785084,0.3976,0.003793,0.4651
1.703,0.8102,820915,3,-0.0017621149933994,0.3969,0.003785,0.4649
1.7115,0.8108,820916,4,0.00652940541730984,0.3995,0.003809,0.4705
1.71,0.8114,820917,5,0.00150075065685995,0.4001,0.003802,0.4694
1.709,0.8126,820920,1,-0.0012504690887909,0.3996,0.003782,0.4681
1.7115,0.8153,820921,2,0.00100050033358356,0.4,0.003775,0.4672
1.716,0.8145,820922,3,0,0.4,0.0038,0.467
1.7065,0.8114,820923,4,-0.0052638296750992,0.3979,0.003767,0.4639
1.7105,0.811,820924,5,0.00125580827756022,0.3984,0.003755,0.4638
1.7,0.8088,820927,1,-0.00882395741783937,0.3949,0.003715,0.4606
1.7015,0.8105,820928,2,0.00252908581948119,0.3959,0.003723,0.4621
1.696,0.8106,820929,3,-0.00202275669473984,0.3951,0.003713,0.4601
1.6955,0.8082,820930,4,0.00177013575112028,0.3958,0.003723,0.4608
1.69,0.8093,821001,5,-0.00278305049966399,0.3947,0.003703,0.4581
1.6815,0.8072,821004,1,-0.0101859806077765,0.3907,0.003649,0.4539
1.6935,0.8083,821005,2,0.00586960980823648,0.393,0.003654,0.4562
1.6855,0.8062,821006,3,-0.00612559342668273,0.3906,0.003628,0.4541
1.7135,0.8116,821007,4,0.0190192115636929,0.3981,0.003741,0.4662
1.71,0.8128,821008,5,-0.00150829591188484,0.3975,0.003752,0.4651
1.7125,0.8159,821012,2,0.00526911268001184,0.3996,0.003772,0.4688
1.713,0.8162,821013,3,-0.00100150233708962,0.3992,0.003763,0.4686
1.7035,0.8131,821014,4,-0.00855351126884352,0.3958,0.00371,0.4618
1.706,0.8137,821015,5,0.00704937461022903,0.3986,0.003716,0.4646
1.7055,0.8153,821018,1,-0.00427404798967479,0.3969,0.003716,0.4633
1.6955,0.8152,821019,2,-0.0020176551611486,0.3961,0.003714,0.4609
1.694,0.8147,821020,3,-0.00252780721052592,0.3951,0.003687,0.4598
1.6995,0.815,821021,4,0.00177013575112028,0.3958,0.003667,0.4612
1.692,0.8143,821022,5,-0.00582796531100738,0.3935,0.003641,0.4576
1.682,0.8152,821025,1,-0.00381922806699542,0.392,0.003607,0.4545
1.6865,0.8153,821026,2,0.00254777207879875,0.393,0.003625,0.4566
1.6795,0.8151,821027,3,-0.00280290666367544,0.3919,0.003608,0.4537
1.682,0.8159,821028,4,0.000510204092700084,0.3921,0.003623,0.4537
1.6785,0.8158,821029,5,-0.00665304398748301,0.3895,0.003611,0.4528
1.686,0.8174,821101,1,0.00818209627316102,0.3927,0.003624,0.4574
1.6815,0.8185,821102,2,-0.00229445607352363,0.3918,0.003631,0.4559
1.673,0.8177,821103,3,-0.00640125089403032,0.3893,0.003595,0.4508
1.666,0.8185,821104,4,-0.00205708480870781,0.3885,0.00361,0.4496
1.662,0.8186,821105,5,-0.00361011222409979,0.3871,0.003616,0.4494
1.654,0.8196,821108,1,-0.00284568811877151,0.386,0.003631,0.448
1.6605,0.8204,821109,2,0.00465237334372048,0.3878,0.003699,0.4522
1.657,0.8181,821110,3,-0.00258197922941217,0.3868,0.003716,0.4494
1.6525,0.8159,821111,4,-0.00388551194702735,0.3853,0.003738,0.4466
1.654,0.8183,821112,5,0.00310961639536478,0.3865,0.00373,0.4506
