,product,mushy,servings_sold,city_population,price_per_serving,price_instrument,market_ids,product_ids,sugar,city,quarter
285,F4B10,0,24271.3865622492,435146,0.12691583,0.090372279,C08Q2,F4B10,6,08,2
286,F4B12,0,101259.552926934,435146,0.10182126,0.063305757,C08Q2,F4B12,12,08,2
287,F6B18,0,65424.18717532801,435146,0.12357788,0.095032391,C08Q2,F6B18,0,08,2
288,F1B04,1,105574.190192163,444719,0.11040233,0.065890728,C11Q1,F1B04,2,11,1
289,F1B06,1,790103.4250616101,444719,0.1089133,0.074639454,C11Q1,F1B06,18,11,1
290,F1B07,1,481748.69652822,444719,0.12671053,0.10537051,C11Q1,F1B07,4,11,1
291,F1B09,0,609477.8324886899,444719,0.11979547,0.081675551,C11Q1,F1B09,3,11,1
292,F1B11,0,851652.62360541,444719,0.16958303,0.1325344,C11Q1,F1B11,12,11,1
293,F1B13,0,351696.202199199,444719,0.1195582,0.088368284,C11Q1,F1B13,14,11,1
294,F1B17,1,243944.52369408,444719,0.15605264,0.10985146,C11Q1,F1B17,3,11,1
295,F1B30,0,433491.94432368,444719,0.11502919,0.090532902,C11Q1,F1B30,4,11,1
296,F1B45,0,311987.939563872,444719,0.15265579,0.11619453,C11Q1,F1B45,14,11,1
297,F2B05,0,1735741.47231837,444719,0.090978157,0.049504486,C11Q1,F2B05,1,11,1
298,F2B08,0,815798.2882638599,444719,0.1149046,0.076508176,C11Q1,F2B08,11,11,1
299,F2B15,1,287674.181012295,444719,0.080059813,0.049976,C11Q1,F2B15,4,11,1
300,F2B16,1,812911.14583272,444719,0.13895075,0.094464181,C11Q1,F2B16,3,11,1
301,F2B19,0,3820251.18320307,444719,0.10533364,0.065152963,C11Q1,F2B19,13,11,1
302,F2B26,0,192844.944417312,444719,0.1626689,0.12528546,C11Q1,F2B26,13,11,1
303,F2B28,1,259395.350549742,444719,0.18565847,0.15697673,C11Q1,F2B28,16,11,1
304,F2B40,0,410611.61872863,444719,0.12455482,0.086072131,C11Q1,F2B40,10,11,1
305,F2B48,0,86001.866853903,444719,0.14187696,0.11155994,C11Q1,F2B48,3,11,1
306,F3B06,1,966479.99442093,444719,0.1102429,0.066243274,C11Q1,F3B06,20,11,1
307,F3B14,0,2637997.73702388,444719,0.097095298,0.05563438,C11Q1,F3B14,7,11,1
308,F4B02,0,604821.8780485201,444719,0.17125059,0.12330582,C11Q1,F4B02,14,11,1
309,F4B10,0,1597960.9309355998,444719,0.068844833,0.02927458,C11Q1,F4B10,6,11,1
310,F4B12,0,498806.22731247,444719,0.1118538,0.071634315,C11Q1,F4B12,12,11,1
311,F6B18,0,148466.730700728,444719,0.13585444,0.11043883,C11Q1,F6B18,0,11,1
312,F1B04,1,295566.569525304,444719,0.085813135,0.054734603,C11Q2,F1B04,2,11,2
313,F1B06,1,983202.8786048698,444719,0.13971317,0.10406398,C11Q2,F1B06,18,11,2
314,F1B07,1,709526.5994579401,444719,0.12197791,0.073210398,C11Q2,F1B07,4,11,2
315,F1B09,0,895075.59158325,444719,0.086704375,0.057626035,C11Q2,F1B09,3,11,2
316,F1B11,0,657277.74265329,444719,0.19937517,0.17085917,C11Q2,F1B11,12,11,2
317,F1B13,0,906879.43890819,444719,0.10161563,0.063102087,C11Q2,F1B13,14,11,2
318,F1B17,1,4075445.2520133,444719,0.11304477,0.056591023,C11Q2,F1B17,3,11,2
319,F1B30,0,166945.334811057,444719,0.13642919,0.098152976,C11Q2,F1B30,4,11,2
320,F1B45,0,155506.100586804,444719,0.11963988,0.084165293,C11Q2,F1B45,14,11,2
321,F2B05,0,184893.243286554,444719,0.16294984,0.13562954,C11Q2,F2B05,1,11,2
322,F2B08,0,509585.04181431,444719,0.11655833,0.075429909,C11Q2,F2B08,11,11,2
323,F2B15,1,123163.829483508,444719,0.11101824,0.075604094,C11Q2,F2B15,4,11,2
324,F2B16,1,783934.69668228,444719,0.12793255,0.092331249,C11Q2,F2B16,3,11,2
325,F2B19,0,381609.701855217,444719,0.11676557,0.08071421,C11Q2,F2B19,13,11,2
326,F2B26,0,203161.513543362,444719,0.12517473,0.094504079,C11Q2,F2B26,13,11,2
327,F2B28,1,439975.10682477,444719,0.18663867,0.16397148,C11Q2,F2B28,16,11,2
328,F2B40,0,91221.109050258,444719,0.11758771,0.086911046,C11Q2,F2B40,10,11,2
329,F2B48,0,644263.22790027,444719,0.094066684,0.073608651,C11Q2,F2B48,3,11,2
330,F3B06,1,294088.72114809003,444719,0.17289516,0.13541391,C11Q2,F3B06,20,11,2
331,F3B14,0,2064491.47225233,444719,0.17854048,0.13231338,C11Q2,F3B14,7,11,2
332,F4B02,0,584725.43113281,444719,0.16792203,0.13568646,C11Q2,F4B02,14,11,2
333,F4B10,0,479369.86791408,444719,0.10018985,0.078481066,C11Q2,F4B10,6,11,2
334,F4B12,0,1679747.38332489,444719,0.10225223,0.059197813,C11Q2,F4B12,12,11,2
335,F6B18,0,460272.35771055,444719,0.15663752,0.12464486,C11Q2,F6B18,0,11,2
336,F1B04,1,121808.490161904,610337,0.09871544,0.063574203,C12Q1,F1B04,2,12,1
337,F1B06,1,5618349.956255401,610337,0.11082542,0.068351709,C12Q1,F1B06,18,12,1
338,F1B07,1,1412407.04126067,610337,0.10490888,0.068868081,C12Q1,F1B07,4,12,1
339,F1B09,0,260086.96088902804,610337,0.084071906,0.049203493,C12Q1,F1B09,3,12,1
340,F1B11,0,2396429.41232331,610337,0.15670568,0.10925382,C12Q1,F1B11,12,12,1
341,F1B13,0,1493160.39404532,610337,0.086497117,0.056574215,C12Q1,F1B13,14,12,1
342,F1B17,1,76485.150789957,610337,0.14696628,0.11592837,C12Q1,F1B17,3,12,1
343,F1B30,0,53247.0823201044,610337,0.14695216,0.11346073,C12Q1,F1B30,4,12,1
344,F1B45,0,543135.486347181,610337,0.12783717,0.093137416,C12Q1,F1B45,14,12,1
345,F2B05,0,322530.936078078,610337,0.13776753,0.093729702,C12Q1,F2B05,1,12,1
346,F2B08,0,1759697.9004887098,610337,0.098486772,0.05272758,C12Q1,F2B08,11,12,1
347,F2B15,1,54193.0704912324,610337,0.11484776,0.082931555,C12Q1,F2B15,4,12,1
348,F2B16,1,197936.819021214,610337,0.15135579,0.12282445,C12Q1,F2B16,3,12,1
349,F2B19,0,894842.48593467,610337,0.12632194,0.0895343,C12Q1,F2B19,13,12,1
350,F2B26,0,1446064.83194355,610337,0.13084845,0.091600988,C12Q1,F2B26,13,12,1
351,F2B28,1,2662852.00451634,610337,0.20395081,0.17116155,C12Q1,F2B28,16,12,1
352,F2B40,0,81717.248243358,610337,0.13226342,0.099998106,C12Q1,F2B40,10,12,1
353,F2B48,0,155427.472566639,610337,0.11324921,0.082096674,C12Q1,F2B48,3,12,1
354,F3B06,1,1750318.98608385,610337,0.11732054,0.094632705,C12Q1,F3B06,20,12,1
355,F3B14,0,573347.34911727,610337,0.15253622,0.11462978,C12Q1,F3B14,7,12,1
356,F4B02,0,892299.8158893,610337,0.10364941,0.067269722,C12Q1,F4B02,14,12,1
357,F4B10,0,474067.610975322,610337,0.10051733,0.065752398,C12Q1,F4B10,6,12,1
358,F4B12,0,1493872.5108434395,610337,0.12576939,0.08621269,C12Q1,F4B12,12,12,1
359,F6B18,0,651050.9150499899,610337,0.14638792,0.11193617,C12Q1,F6B18,0,12,1
360,F1B04,1,1313529.7556745,610337,0.047539752,0.0074622919,C12Q2,F1B04,2,12,2
361,F1B06,1,1895553.46027593,610337,0.10879974,0.070293811,C12Q2,F1B06,18,12,2
362,F1B07,1,1393087.49489637,610337,0.079615027,0.050700444,C12Q2,F1B07,4,12,2
363,F1B09,0,448620.652215918,610337,0.085634169,0.049129397,C12Q2,F1B09,3,12,2
364,F1B11,0,1475265.08127726,610337,0.15827512,0.11452626,C12Q2,F1B11,12,12,2
365,F1B13,0,390119.98259871,610337,0.13828202,0.1017914,C12Q2,F1B13,14,12,2
366,F1B17,1,1077198.98700141,610337,0.10790238,0.056777881,C12Q2,F1B17,3,12,2
367,F1B30,0,225880.723819296,610337,0.13321917,0.095439001,C12Q2,F1B30,4,12,2
368,F1B45,0,62885.73039594301,610337,0.14806754,0.11783589,C12Q2,F1B45,14,12,2
369,F2B05,0,3483141.78317742,610337,0.11727462,0.076050926,C12Q2,F2B05,1,12,2
370,F2B08,0,3734577.01934226,610337,0.088866089,0.050237855,C12Q2,F2B08,11,12,2
371,F2B15,1,31299.963395173203,610337,0.10040386,0.053910933,C12Q2,F2B15,4,12,2
372,F2B16,1,310075.796853459,610337,0.13940623,0.099362993,C12Q2,F2B16,3,12,2
373,F2B19,0,1254574.57053474,610337,0.11249671,0.07464902,C12Q2,F2B19,13,12,2
374,F2B26,0,196312.70494017,610337,0.16282919,0.12016718,C12Q2,F2B26,13,12,2
375,F2B28,1,2303149.03299117,610337,0.15401819,0.10960091,C12Q2,F2B28,16,12,2
376,F2B40,0,591945.715179,610337,0.11193976,0.084214743,C12Q2,F2B40,10,12,2
377,F2B48,0,381102.888784527,610337,0.13562139,0.10405412,C12Q2,F2B48,3,12,2
378,F3B06,1,541308.432161952,610337,0.10097768,0.067022605,C12Q2,F3B06,20,12,2
379,F3B14,0,458649.106786962,610337,0.14369681,0.10606431,C12Q2,F3B14,7,12,2
380,F4B02,0,436748.664360645,610337,0.1530026,0.11351357,C12Q2,F4B02,14,12,2
381,F4B10,0,233553.233015739,610337,0.11797342,0.081709634,C12Q2,F4B10,6,12,2
382,F4B12,0,1113820.37884845,610337,0.13245043,0.098638353,C12Q2,F4B12,12,12,2
383,F6B18,0,1883823.41788641,610337,0.14277109,0.10722362,C12Q2,F6B18,0,12,2
384,F1B04,1,313681.41232560005,261721,0.10889719,0.075148228,C13Q1,F1B04,2,13,1
385,F1B06,1,1459616.06979576,261721,0.10565854,0.073406344,C13Q1,F1B06,18,13,1
386,F1B07,1,1612208.48666283,261721,0.11137971,0.073984195,C13Q1,F1B07,4,13,1
387,F1B09,0,90829.302326811,261721,0.12978231,0.097311821,C13Q1,F1B09,3,13,1
388,F1B11,0,547294.87767897,261721,0.1581101,0.1173309,C13Q1,F1B11,12,13,1
389,F1B13,0,361666.18582443,261721,0.12834482,0.093486427,C13Q1,F1B13,14,13,1
390,F1B17,1,639249.8705543701,261721,0.12751563,0.093025135,C13Q1,F1B17,3,13,1
391,F1B30,0,124382.430488106,261721,0.10344181,0.073642132,C13Q1,F1B30,4,13,1
392,F1B45,0,422140.56286752,261721,0.12684705,0.079545609,C13Q1,F1B45,14,13,1
393,F2B05,0,272612.63718945,261721,0.12327445,0.085964151,C13Q1,F2B05,1,13,1
394,F2B08,0,1243746.17331093,261721,0.10087704,0.05952289,C13Q1,F2B08,11,13,1
395,F2B15,1,25682.139182367,261721,0.10931219,0.084265599,C13Q1,F2B15,4,13,1
396,F2B16,1,391083.3697378501,261721,0.13535564,0.093304366,C13Q1,F2B16,3,13,1
397,F2B19,0,48927.035052522006,261721,0.1410051,0.10048379,C13Q1,F2B19,13,13,1
398,F2B26,0,207229.227920262,261721,0.14430042,0.10381599,C13Q1,F2B26,13,13,1
399,F2B28,1,749033.77166478,261721,0.17695425,0.13594446,C13Q1,F2B28,16,13,1
400,F2B40,0,148506.54324886802,261721,0.1181154,0.088307761,C13Q1,F2B40,10,13,1
401,F2B48,0,371977.73935506,261721,0.12441771,0.098871003,C13Q1,F2B48,3,13,1
402,F3B06,1,124188.229842012,261721,0.14513553,0.10881518,C13Q1,F3B06,20,13,1
403,F3B14,0,103404.525540732,261721,0.13681515,0.10251842,C13Q1,F3B14,7,13,1
404,F4B02,0,38417.229434718,261721,0.19979486,0.16563543,C13Q1,F4B02,14,13,1
405,F4B10,0,514008.85019283,261721,0.095141306,0.065338282,C13Q1,F4B10,6,13,1
406,F4B12,0,227322.806921388,261721,0.12341248,0.089276713,C13Q1,F4B12,12,13,1
407,F6B18,0,587726.1161623801,261721,0.12759023,0.10648375,C13Q1,F6B18,0,13,1
408,F1B04,1,567882.86439924,261721,0.054075926,0.015490723,C13Q2,F1B04,2,13,2
409,F1B06,1,1139000.52184218,261721,0.11796871,0.083627923,C13Q2,F1B06,18,13,2
410,F1B07,1,410090.02247286,261721,0.098190286,0.064575356,C13Q2,F1B07,4,13,2
411,F1B09,0,119639.424904173,261721,0.11747143,0.082625404,C13Q2,F1B09,3,13,2
412,F1B11,0,364427.33714001,261721,0.17171944,0.13962215,C13Q2,F1B11,12,13,2
413,F1B13,0,332284.24002645,261721,0.14247388,0.10207957,C13Q2,F1B13,14,13,2
414,F1B17,1,685643.08724568,261721,0.11973556,0.080280953,C13Q2,F1B17,3,13,2
415,F1B30,0,716438.32644366,261721,0.10035424,0.059452693,C13Q2,F1B30,4,13,2
416,F1B45,0,83611.98274478399,261721,0.14930369,0.10573926,C13Q2,F1B45,14,13,2
417,F2B05,0,839971.68794487,261721,0.098328354,0.0568435,C13Q2,F2B05,1,13,2
418,F2B08,0,784823.91950682,261721,0.11114832,0.063353609,C13Q2,F2B08,11,13,2
419,F2B15,1,39986.932015296006,261721,0.10339938,0.064093403,C13Q2,F2B15,4,13,2
420,F2B16,1,694103.15575764,261721,0.11428112,0.076934363,C13Q2,F2B16,3,13,2
421,F2B19,0,317928.40610238,261721,0.13292748,0.10386878,C13Q2,F2B19,13,13,2
422,F2B26,0,294100.79758596,261721,0.1512431,0.1237766,C13Q2,F2B26,13,13,2
423,F2B28,1,608216.6327478299,261721,0.1473118,0.1182245,C13Q2,F2B28,16,13,2
424,F2B40,0,298194.56680329,261721,0.13126766,0.10371982,C13Q2,F2B40,10,13,2
425,F2B48,0,146158.549414866,261721,0.13761133,0.1083238,C13Q2,F2B48,3,13,2
426,F3B06,1,18305.120508275697,261721,0.15633493,0.11838757,C13Q2,F3B06,20,13,2
427,F3B14,0,240889.45309992,261721,0.1324871,0.099485618,C13Q2,F3B14,7,13,2
428,F4B02,0,245754.00898272,261721,0.14948527,0.11510112,C13Q2,F4B02,14,13,2
429,F4B10,0,19467.5213529297,261721,0.11342284,0.081687191,C13Q2,F4B10,6,13,2
430,F4B12,0,1205163.5697045,261721,0.10472068,0.078520178,C13Q2,F4B12,12,13,2
431,F6B18,0,863340.28231986,261721,0.10121854,0.071674642,C13Q2,F6B18,0,13,2
432,F1B04,1,335692.27593,288091,0.07761555,0.046877243,C14Q1,F1B04,2,14,1
433,F1B06,1,90071.270293698,288091,0.12870646,0.096083581,C14Q1,F1B06,18,14,1
434,F1B07,1,90882.088872921,288091,0.13521782,0.11621184,C14Q1,F1B07,4,14,1
435,F1B09,0,395143.43763204,288091,0.073227396,0.044494809,C14Q1,F1B09,3,14,1
436,F1B11,0,1596905.26920441,288091,0.12072004,0.084164019,C14Q1,F1B11,12,14,1
437,F1B13,0,438085.00584891,288091,0.11807591,0.083465161,C14Q1,F1B13,14,14,1
438,F1B17,1,551860.65195705,288091,0.13581946,0.11023964,C14Q1,F1B17,3,14,1
439,F1B30,0,136579.170296403,288091,0.12696283,0.097979793,C14Q1,F1B30,4,14,1
440,F1B45,0,414824.56731801,288091,0.13995566,0.101028,C14Q1,F1B45,14,14,1
441,F2B05,0,641982.32146647,288091,0.092266615,0.066228882,C14Q1,F2B05,1,14,1
442,F2B08,0,598706.92780335,288091,0.10865489,0.080379322,C14Q1,F2B08,11,14,1
443,F2B15,1,39684.31341993,288091,0.1007883,0.072563867,C14Q1,F2B15,4,14,1
444,F2B16,1,477708.85472976,288091,0.13699681,0.10670454,C14Q1,F2B16,3,14,1
445,F2B19,0,238907.10566850295,288091,0.13060282,0.094351777,C14Q1,F2B19,13,14,1
446,F2B26,0,706008.4863658199,288091,0.12463409,0.089448365,C14Q1,F2B26,13,14,1
447,F2B28,1,934663.90462506,288091,0.17434567,0.14035239,C14Q1,F2B28,16,14,1
448,F2B40,0,66199.375036485,288091,0.14986975,0.1140201,C14Q1,F2B40,10,14,1
449,F2B48,0,599863.0398672599,288091,0.099261261,0.057134778,C14Q1,F2B48,3,14,1
450,F3B06,1,2439210.31637409,288091,0.11953034,0.078320105,C14Q1,F3B06,20,14,1
451,F3B14,0,1933973.26896762,288091,0.11428463,0.072727989,C14Q1,F3B14,7,14,1
452,F4B02,0,329053.28509593,288091,0.15289816,0.12605143,C14Q1,F4B02,14,14,1
453,F4B10,0,354203.34418584,288091,0.10298856,0.064892162,C14Q1,F4B10,6,14,1
454,F4B12,0,256688.95135905003,288091,0.12067235,0.081281961,C14Q1,F4B12,12,14,1
455,F6B18,0,90683.847117819,288091,0.14567041,0.12301863,C14Q1,F6B18,0,14,1
456,F1B04,1,111483.77560947,288091,0.0919087,0.052080582,C14Q2,F1B04,2,14,2
457,F1B06,1,565876.08320517,288091,0.082741437,0.037585169,C14Q2,F1B06,18,14,2
458,F1B07,1,512061.37294266006,288091,0.090998494,0.054031064,C14Q2,F1B07,4,14,2
459,F1B09,0,545136.6166597799,288091,0.11258522,0.079131842,C14Q2,F1B09,3,14,2
460,F1B11,0,634937.8137408,288091,0.19400082,0.15880743,C14Q2,F1B11,12,14,2
461,F1B13,0,338522.13044298,288091,0.14715466,0.11492779,C14Q2,F1B13,14,14,2
462,F1B17,1,590134.9385484,288091,0.099569969,0.070462431,C14Q2,F1B17,3,14,2
463,F1B30,0,107694.088023699,288091,0.12404967,0.081110775,C14Q2,F1B30,4,14,2
464,F1B45,0,153816.871434696,288091,0.10173377,0.062260575,C14Q2,F1B45,14,14,2
465,F2B05,0,2259914.3934178497,288091,0.11213933,0.082852761,C14Q2,F2B05,1,14,2
466,F2B08,0,137484.442678977,288091,0.11401946,0.068835847,C14Q2,F2B08,11,14,2
467,F2B15,1,52373.57479156799,288091,0.11113316,0.084330534,C14Q2,F2B15,4,14,2
468,F2B16,1,307894.97456928,288091,0.13410482,0.10456854,C14Q2,F2B16,3,14,2
469,F2B19,0,1692144.48928689,288091,0.11974486,0.082368957,C14Q2,F2B19,13,14,2
470,F2B26,0,133172.128345833,288091,0.15292334,0.12304995,C14Q2,F2B26,13,14,2
471,F2B28,1,1515089.7990742505,288091,0.1693577,0.13269097,C14Q2,F2B28,16,14,2
472,F2B40,0,36915.514608762,288091,0.15032245,0.11105956,C14Q2,F2B40,10,14,2
473,F2B48,0,103024.77362808298,288091,0.12718497,0.087468078,C14Q2,F2B48,3,14,2
474,F3B06,1,462433.36530402,288091,0.12524802,0.08618553,C14Q2,F3B06,20,14,2
475,F3B14,0,72817.776294876,288091,0.17506492,0.15208804,C14Q2,F3B14,7,14,2
476,F4B02,0,373585.91076396,288091,0.15840871,0.11850795,C14Q2,F4B02,14,14,2
477,F4B10,0,638535.53160063,288091,0.096548171,0.059230093,C14Q2,F4B10,6,14,2
478,F4B12,0,321033.69592893,288091,0.1065659,0.067821725,C14Q2,F4B12,12,14,2
479,F6B18,0,1950479.67328542,288091,0.13082563,0.08597206,C14Q2,F6B18,0,14,2
480,F1B04,1,96111.987570144,173072,0.096144374,0.077043984,C15Q1,F1B04,2,15,1
481,F1B06,1,1169093.85905952,173072,0.05941725,0.015253366,C15Q1,F1B06,18,15,1
482,F1B07,1,233725.48738848,173072,0.099613402,0.069308312,C15Q1,F1B07,4,15,1
483,F1B09,0,196475.67504576,173072,0.11515098,0.083316663,C15Q1,F1B09,3,15,1
484,F1B11,0,1614563.5233312,173072,0.16310002,0.12811598,C15Q1,F1B11,12,15,1
485,F1B13,0,197036.3192904,173072,0.10079627,0.055530239,C15Q1,F1B13,14,15,1
486,F1B17,1,62864.06266195199,173072,0.14864772,0.12396257,C15Q1,F1B17,3,15,1
487,F1B30,0,62231.842934064,173072,0.10216234,0.063895876,C15Q1,F1B30,4,15,1
488,F1B45,0,273812.49325728,173072,0.103208,0.066558773,C15Q1,F1B45,14,15,1
489,F2B05,0,60879.68764646399,173072,0.1017186,0.079868219,C15Q1,F2B05,1,15,1
490,F2B08,0,417639.6191736001,173072,0.11027946,0.077278,C15Q1,F2B08,11,15,1
491,F2B15,1,15324.7136154048,173072,0.13452799,0.11595402,C15Q1,F2B15,4,15,1
492,F2B16,1,776510.93944944,173072,0.10165475,0.056435263,C15Q1,F2B16,3,15,1
493,F2B19,0,457672.07620944,173072,0.11222433,0.073403343,C15Q1,F2B19,13,15,1
494,F2B26,0,46706.592419136,173072,0.16247565,0.11095155,C15Q1,F2B26,13,15,1
495,F2B28,1,346950.42206112,173072,0.14714705,0.1052993,C15Q1,F2B28,16,15,1
496,F2B40,0,10951.5059508672,173072,0.14046524,0.10827533,C15Q1,F2B40,10,15,1
497,F2B48,0,13385.2460590512,173072,0.12409022,0.097869767,C15Q1,F2B48,3,15,1
498,F3B06,1,214774.48760832,173072,0.081089507,0.030590899,C15Q1,F3B06,20,15,1
499,F3B14,0,212616.3039984,173072,0.14276002,0.1038395,C15Q1,F3B14,7,15,1
500,F4B02,0,96603.051678624,173072,0.14563368,0.10754013,C15Q1,F4B02,14,15,1
501,F4B10,0,20762.952507936,173072,0.10250988,0.068166428,C15Q1,F4B10,6,15,1
502,F4B12,0,256421.69601984,173072,0.11167354,0.08025595,C15Q1,F4B12,12,15,1
503,F6B18,0,93269.448196128,173072,0.13096103,0.10032641,C15Q1,F6B18,0,15,1
504,F1B04,1,87660.76117896,173072,0.086709332,0.073140159,C15Q2,F1B04,2,15,2
505,F1B06,1,1922877.6705648,173072,0.13177306,0.091038627,C15Q2,F1B06,18,15,2
506,F1B07,1,424967.38727184,173072,0.10216263,0.059265558,C15Q2,F1B07,4,15,2
507,F1B09,0,351007.16051232,173072,0.085681436,0.052793137,C15Q2,F1B09,3,15,2
508,F1B11,0,172200.8680488,173072,0.16918663,0.14516391,C15Q2,F1B11,12,15,2
509,F1B13,0,31163.913380736,173072,0.13065442,0.087936787,C15Q2,F1B13,14,15,2
510,F1B17,1,44374.146939216,173072,0.16551983,0.13555424,C15Q2,F1B17,3,15,2
511,F1B30,0,140840.547716448,173072,0.12090228,0.095555641,C15Q2,F1B30,4,15,2
512,F1B45,0,141535.0235196,173072,0.13571029,0.093854412,C15Q2,F1B45,14,15,2
513,F2B05,0,17530.491783024,173072,0.16428604,0.12508501,C15Q2,F2B05,1,15,2
514,F2B08,0,98249.524555824,173072,0.088343958,0.050464736,C15Q2,F2B08,11,15,2
515,F2B15,1,19696.9651956,173072,0.12770822,0.10162873,C15Q2,F2B15,4,15,2
516,F2B16,1,286846.96960368,173072,0.13865442,0.10034663,C15Q2,F2B16,3,15,2
517,F2B19,0,1381799.2605235202,173072,0.11353003,0.07581283,C15Q2,F2B19,13,15,2
518,F2B26,0,48648.1508064,173072,0.16462407,0.13167094,C15Q2,F2B26,13,15,2
519,F2B28,1,109841.494242384,173072,0.20802142,0.16867848,C15Q2,F2B28,16,15,2
520,F2B40,0,135269.471667888,173072,0.12353001,0.095879868,C15Q2,F2B40,10,15,2
521,F2B48,0,39090.78872568,173072,0.13054759,0.1014516,C15Q2,F2B48,3,15,2
522,F3B06,1,78021.230050944,173072,0.11752619,0.085311096,C15Q2,F3B06,20,15,2
523,F3B14,0,81564.559933104,173072,0.13485648,0.10310282,C15Q2,F3B14,7,15,2
524,F4B02,0,134408.149956864,173072,0.18634138,0.14583298,C15Q2,F4B02,14,15,2
525,F4B10,0,169186.95935711998,173072,0.091937089,0.050852645,C15Q2,F4B10,6,15,2
526,F4B12,0,463479.82908336,173072,0.11388776,0.082154102,C15Q2,F4B12,12,15,2
527,F6B18,0,145949.376144528,173072,0.13709574,0.099803264,C15Q2,F6B18,0,15,2
528,F1B04,1,746044.87542903,731327,0.085779198,0.054101875,C16Q1,F1B04,2,16,1
529,F1B06,1,1554022.60933599,731327,0.12073579,0.086822597,C16Q1,F1B06,18,16,1
530,F1B07,1,1063866.03813972,731327,0.1202434,0.089004077,C16Q1,F1B07,4,16,1
531,F1B09,0,3536765.01243423,731327,0.069236911,0.028644831,C16Q1,F1B09,3,16,1
532,F1B11,0,1160961.87398427,731327,0.18413297,0.15550527,C16Q1,F1B11,12,16,1
533,F1B13,0,273030.78389991296,731327,0.12371378,0.084559654,C16Q1,F1B13,14,16,1
534,F1B17,1,3592714.95054459,731327,0.070536781,0.034307194,C16Q1,F1B17,3,16,1
535,F1B30,0,749398.24374867,731327,0.11488451,0.083484222,C16Q1,F1B30,4,16,1
536,F1B45,0,346272.341923863,731327,0.10675282,0.07076776,C16Q1,F1B45,14,16,1
537,F2B05,0,2417611.90366368,731327,0.099486321,0.066235575,C16Q1,F2B05,1,16,1
538,F2B08,0,541926.468692019,731327,0.11588279,0.083458148,C16Q1,F2B08,11,16,1
539,F2B15,1,153597.41976162602,731327,0.10090647,0.078124118,C16Q1,F2B15,4,16,1
540,F2B16,1,1677339.58970394,731327,0.1124026,0.086203676,C16Q1,F2B16,3,16,1
541,F2B19,0,958287.06505962,731327,0.10815621,0.070127745,C16Q1,F2B19,13,16,1
542,F2B26,0,1480810.6700555398,731327,0.12050475,0.086621873,C16Q1,F2B26,13,16,1
543,F2B28,1,5322254.48215407,731327,0.12574677,0.085807997,C16Q1,F2B28,16,16,1
544,F2B40,0,1389647.7976311902,731327,0.10802952,0.078048037,C16Q1,F2B40,10,16,1
545,F2B48,0,869160.25088289,731327,0.095638331,0.063032282,C16Q1,F2B48,3,16,1
546,F3B06,1,399765.60930113104,731327,0.10654536,0.072662938,C16Q1,F3B06,20,16,1
547,F3B14,0,2622860.97631506,731327,0.12233893,0.094391633,C16Q1,F3B14,7,16,1
548,F4B02,0,500414.779475604,731327,0.17244749,0.14040466,C16Q1,F4B02,14,16,1
549,F4B10,0,1262745.76455,731327,0.079665172,0.042347946,C16Q1,F4B10,6,16,1
550,F4B12,0,1690279.1630865,731327,0.097906507,0.066727965,C16Q1,F4B12,12,16,1
551,F6B18,0,3978908.34984783,731327,0.12872614,0.085293245,C16Q1,F6B18,0,16,1
552,F1B04,1,843792.85018602,731327,0.097636058,0.072357491,C16Q2,F1B04,2,16,2
553,F1B06,1,8728122.4195644,731327,0.10490637,0.057657575,C16Q2,F1B06,18,16,2
554,F1B07,1,2149565.3026824603,731327,0.11069599,0.075709578,C16Q2,F1B07,4,16,2
555,F1B09,0,1554304.38231582,731327,0.079321171,0.055124944,C16Q2,F1B09,3,16,2
556,F1B11,0,642533.2577355149,731327,0.15245051,0.11821804,C16Q2,F1B11,12,16,2
557,F1B13,0,2639297.20691637,731327,0.11133586,0.086380392,C16Q2,F1B13,14,16,2
558,F1B17,1,1006142.92458516,731327,0.14066503,0.1080596,C16Q2,F1B17,3,16,2
559,F1B30,0,230506.008598881,731327,0.11910751,0.098251444,C16Q2,F1B30,4,16,2
560,F1B45,0,323178.607616913,731327,0.14520712,0.11652542,C16Q2,F1B45,14,16,2
561,F2B05,0,4586287.74620778,731327,0.13476742,0.098871818,C16Q2,F2B05,1,16,2
562,F2B08,0,1928941.99593282,731327,0.096657183,0.054711369,C16Q2,F2B08,11,16,2
563,F2B15,1,1225175.3757117,731327,0.06395302,0.031347495,C16Q2,F2B15,4,16,2
564,F2B16,1,4382592.86775699,731327,0.13022015,0.095611033,C16Q2,F2B16,3,16,2
565,F2B19,0,1332273.19795848,731327,0.094695164,0.055877002,C16Q2,F2B19,13,16,2
566,F2B26,0,130408.530304725,731327,0.14932232,0.11176802,C16Q2,F2B26,13,16,2
567,F2B28,1,1068428.50938846,731327,0.15532979,0.1108487,C16Q2,F2B28,16,16,2
568,F2B40,0,282215.68131618004,731327,0.14152248,0.10379639,C16Q2,F2B40,10,16,2
569,F2B48,0,233352.040752081,731327,0.11339861,0.078906071,C16Q2,F2B48,3,16,2
570,F3B06,1,1169863.29369747,731327,0.13670399,0.098749357,C16Q2,F3B06,20,16,2
571,F3B14,0,853693.01393004,731327,0.15503327,0.11117513,C16Q2,F3B14,7,16,2
572,F4B02,0,1159482.3190173,731327,0.12813261,0.092610849,C16Q2,F4B02,14,16,2
